name,link_startupeu,link_logo,link_website,website_up,city,region,category,top_3_keywords,business_model,linkedin_global_profile,linkedin_handle,linkedin_valid,instagram_handle,instagram_valid,x_handle,x_valid,founded_year,age,total_funding_listing,headline_count,headlines,headline_financial_count,headline_funding,headline_acquisition_count,headline_bankruptcy_count,headline_non_financial_count,description_writing_score,description_market_readiness_score,description_founder_signal_score,description_word_count,description_jargon_density,description_numeric_evidence_count,status
Plantarista,https://www.eu-startups.com/directory/plantarista/,https://www.eu-startups.com/wp-content/uploads/2024/05/plantarista_quer_2c_plantgreen-1536x317-1-150x31.png,plantarista.at,True,Linz,Upper Austria,Software & Analytics,"['oat drink', 'environmentally friendly', 'flexibility']",B2C,False,,False,plantarista.at,True,,False,2022,3,Between €1 million-€ 2.5 million,1,['Plantarista: Haferdrinkpulver aus Linz bringt veganen Genuss in die Gastronomie'],0,0,0,0,1,7,5,4,42,0.0,1,unclear
Flapjack,https://www.eu-startups.com/directory/flapjack/,https://www.eu-startups.com/wp-content/uploads/2024/05/download-2-150x150.png,flapjack-sdk.com,True,Graz,Styria,Software & Analytics,"['automation', 'efficiency', 'robotics']",B2B,False,flapjack-gmbh,True,,False,,False,2022,3,Between €1-€100K,1,['E+H berät Start-up Flapjack bei Finanzierungsrunde'],1,0,0,0,0,7,6,5,108,0.25,0,unclear
EscapeCloud,https://www.eu-startups.com/directory/escapecloud/,https://www.eu-startups.com/wp-content/uploads/2024/05/logo-6-150x30.png,escapecloud.io,True,Vienna,Vienna,FinTech/InsurTech,"['cloud', 'exit', 'financial']",B2B,False,,False,,False,,False,2024,1,No funding announced yet,0,[],0,0,0,0,0,7,6,5,27,0.148,0,no_funding
Hololight,https://www.eu-startups.com/directory/hololight/,https://www.eu-startups.com/wp-content/uploads/2024/05/Hololight-150x150.jpg,hololight.com,True,Innsbruck,Tyrol,Software & Analytics,"['Augmented Reality', 'Virtual Reality', 'Industrial Metaverse']",B2B,False,hololightgmbh,True,,False,holo_lightgmbh,True,2015,10,Between €10 million-€25 million,3,"['Hololight: Innsbrucker Startup holt 11,4 Mio. Euro Investment', 'Hololight sichert sich weitere Millionen für XR-Entwicklung', 'Hololight: Innsbrucker Startup holt 11,4 Mio. Euro Investment']",3,11400000,0,0,0,7,6,7,56,0.25,1,funding
Necture,https://www.eu-startups.com/directory/necture/,https://www.eu-startups.com/wp-content/uploads/2024/05/Necture-150x150.jpeg,necture.com,True,Vienna,Vienna,Professional Services,"['fleets', 'sustainability', 'solutions']",B2B,False,necture,True,,False,,False,2015,10,Between €5 million-€10 million,2,"['VERBUND X Ventures und NECTURE: “Unser Hauptaugenmerk ist eine tragfähige Partnerschaft”', 'Wiener Mobility Scaleup Ubiq wird zu Necture und holt sich rund 2,5 Mio. Euro Investment']",2,2500000,0,0,0,8,6,7,63,0.25,0,funding
Whalecard,https://www.eu-startups.com/directory/whalecard/,https://www.eu-startups.com/wp-content/uploads/2024/05/Whalecard-150x33.jpg,,False,Vienna,Vienna,Software & Analytics,"['tech talent', 'headhunting', 'AI-powered']",B2B,False,,False,,False,,False,2024,1,Between €100K-€500K,0,[],0,0,0,0,0,8,6,5,100,0.2,1,inactive
spixnet,https://www.eu-startups.com/directory/spixnet/,https://www.eu-startups.com/wp-content/uploads/2024/05/spixnet-150x150.jpg,spixnet.com,True,Mattersburg,Burgenland,Software & Analytics,"['encryption', 'email', 'platform-independent']",B2B,False,spixnet-gmbh,True,,False,spixnetg,True,2022,3,Between €100K-€500K,3,"['Spixnet: Burgenländisches Startup entwickelt Sicherheits-Software für E-Mails', 'Spixnet mit einzigartiger Security-Lösung für E-Mail-Sicherheit von KMUs', 'Spixnet: Cyber-Security-Lösung statt Lösegeld']",0,0,0,0,3,7,6,5,92,0.2,1,probably_funding
byeagain,https://www.eu-startups.com/directory/byeagain/,https://www.eu-startups.com/wp-content/uploads/2024/05/byeagain_logo-150x150.jpg,byeagain.at,True,Fernitz-Mellach,Styria,Software & Analytics,"['refurbishment', 'circular economy', ""children's items""]",B2C,False,byeagain,True,byeagain,True,,False,2022,3,Between €100K-€500K,1,['byeagain: Refurbishment für eine nachhaltige Zukunft'],0,0,0,0,1,8,6,7,157,0.2,0,unclear
Damn Plastic,https://www.eu-startups.com/directory/damn-plastic/,https://www.eu-startups.com/wp-content/uploads/2024/05/1630652766875-150x150.jpg,damnplastic.com,True,Salzburg,Salzburg,Software & Analytics,"['sustainability', 'plastic-free', 'franchising']",B2B2C,False,damnplastic,True,damnplastic_official,True,,False,2022,3,Between €100K-€500K,7,"['Veatzz: Damn-Plastic-Gründerin und Haubenköchin mit ""Zaubermehl""-Startup', 'Damn Plastic: Salzburger Startup expandiert mit Franchise-Stores nach Deutschland und in die Schweiz', 'Damn Plastic: Gründerin verließ 370 Jahre altes Unternehmen für ihr Startup', 'Damn Plastic: Salzburger Startup zeigt, wie cool Nachhaltigkeit sein kann', 'Damn Plastic: Zwei Frauen gegen Plastikmüll - Fräulein Flora', 'Damn Plastic & Areeka: Neuer Pop Up Store im Kaufhaus Gerngross', 'Damn Plastic: Salzburger Startup startet Markteroberung in Wien']",5,0,0,0,1,7,6,7,218,0.2,0,probably_funding
Parastruct,https://www.eu-startups.com/directory/parastruct/,https://www.eu-startups.com/wp-content/uploads/2024/05/parastruct_org_logo-150x150.jpg,parastruct.org,True,Innsbruck,Tyrol,Professional Services,"['circular solutions', 'construction industry', 'sustainable economy']",B2B,False,parastruct-org,True,,False,,False,2021,4,Between €100K-€500K,3,"['ParaStruct: Wie ein Tiroler Startup die Bauindustrie mit 3D-Druck nachhaltiger machen möchte', 'ParaStruct: Wie ein Tiroler Startup die Bauindustrie mit 3D-Druck nachhaltiger machen möchte', 'Voxeljet und Parastruct erproben 3D-Druck mit Reststoffen aus der Bauindustrie für kreislauffähigen Forme...']",0,0,0,0,3,8,6,7,25,0.2,0,probably_funding
PiktID,https://www.eu-startups.com/directory/piktid/,https://www.eu-startups.com/wp-content/uploads/2024/05/PiktID-150x150.jpg,piktid.com,True,Klagenfurt,Carinthia,Software & Analytics,"['SaaS', 'GenAI', 'ad tech']",B2B,False,piktid,True,piktid,True,pikt_id,True,2022,3,Between €100K-€500K,1,['PiktID: KI-App aus Kärnten tauscht Gesichter in Fotos aus'],0,0,0,0,1,8,6,5,56,0.25,0,unclear
SchuBu Systems,https://www.eu-startups.com/directory/schubu-systems/,https://www.eu-startups.com/wp-content/uploads/2024/05/Screenshot-2024-05-17-160423-150x74.png,schubu.systems,True,Vienna,Vienna,e-commerce,"['interactive textbook', 'digital lessons', 'teaching material']",B2B,False,schubuwien,True,,False,,False,2020,5,Between €500K-€ 1 million,2,"['SchuBu: Wiener EduTech erhält sechsstelliges Investment', '6-stelliges Investment für Edu-Start-Up SchuBu als Turbo für digitale Schulbuchlösungen']",2,600000,0,0,0,7,5,4,104,0.25,0,funding
Boolee,https://www.eu-startups.com/directory/boolee/,https://www.eu-startups.com/wp-content/uploads/2024/05/Boolee-150x150.jpeg,boolee.io,True,Vienna,Vienna,Software & Analytics,"['data analysis', 'SaaS', 'business analysts']",B2B,False,boolee,True,__boolee,True,,False,2023,2,Between €100K-€500K,9,"['Boolee: Wiener Startup verspricht Marketing-Datenanalyse auf Knopfdruck', 'Autonome Datenanalyse für Unternehmen: Boolee im Pitch Battle – mit Co-Founderin Jasmin Hadrany', 'Pitch Showdown: hoorai, Boolee & NENNA.AI - Jurybewertu...', 'Jilli Biiznasii Chaayinaa Zoonii Diingadee Addaa Boolee Lammii fi Qilinxoo daawwate', 'Paarkii Indaastirii Boolee Lammii keessatti bu’uraaleen misoomaa Birrii miiliyoona 200 ijaaraman eebbifaman', 'Duumessa Buufata Xiyyaaraa Boolee tureen xiyyaaronni buufataalee kanaa akka qubatan taasifaman', 'Misoomni Koriidarii Finfinnee daandiin Boolee xumurame – Aadde Adaanech Abeebee', 'Buufati Xiyyaaraa Boolee seenaasaa keessatti imaltoota hedduu keessummeesse', 'Dooktar Abiyii fi Ajaay Baangaan Paarkii Indaastirii Boolee Lammii daawwatan']",2,200000000,0,0,6,7,6,5,40,0.25,1,funding
YouKnowMeBest,https://www.eu-startups.com/directory/youknowmebest/,https://www.eu-startups.com/wp-content/uploads/2024/05/youknowmebest_logo-150x150.jpg,youknowme.best,True,Vienna,Vienna,e-commerce,"['shopping', 'interactive', 'recommendations']",B2C,False,youknowmebest,True,youknowmebest,True,,False,2020,5,Between €100K-€500K,1,['Wiener Startup YKMB: Shopping-Beratung über WhatsApp & Co'],0,0,0,0,1,7,5,6,102,0.1,0,unclear
PassionClass,https://www.eu-startups.com/directory/passionclass/,https://www.eu-startups.com/wp-content/uploads/2024/05/1714978813388-150x150.jpg,passionclass.co,True,vienna,Vienna,Education,"['learning', 'classes', 'community']",marketplace,False,passionclass,True,passion.class,True,,False,2023,2,No funding announced yet,0,[],0,0,0,0,0,8,6,7,646,0.1,3,no_funding
SheetMagic,https://www.eu-startups.com/directory/sheetmagic/,https://www.eu-startups.com/wp-content/uploads/2024/05/1374342174757_09d6bc4e38f93004e8ec_512-150x150.png,sheetmagic.ai,True,Vienna,Vienna,Software & Analytics,"['AI content generation', 'web scraping', 'Google Sheets']",B2B,False,,False,,False,,False,2021,4,Between €1-€100K,0,[],0,0,0,0,0,9,7,8,392,0.15,1,unclear
Branding 5,https://www.eu-startups.com/directory/httpswwwbranding5com/,https://www.eu-startups.com/wp-content/uploads/2024/04/logo-SQUARE-1-150x150.png,branding5.com,True,Vienna,Vienna,Software & Analytics,"['AI', 'branding', 'marketing']",B2B,False,,False,,False,,False,2023,2,No funding announced yet,0,[],0,0,0,0,0,8,6,5,157,0.2,0,no_funding
FragDasPDF,https://www.eu-startups.com/directory/fragdaspdf-simply-talk-to-any-pdf/,https://www.eu-startups.com/wp-content/uploads/2024/04/BannerEN-150x90.png,fragdaspdf.de,True,Vienna,Vienna,Software & Analytics,"['AI-powered', 'PDF', 'interactive']",B2C,False,frag-das-pdf,True,fragdaspdf,True,,False,2023,2,No funding announced yet,0,[],0,0,0,0,0,8,7,6,157,0.25,0,no_funding
Feel Forever Young,https://www.eu-startups.com/directory/feel-forever-young/,https://www.eu-startups.com/wp-content/uploads/2024/05/fancybynature_logo-150x150.jpg,fancybynature.com,True,Graz,Styria,AgTech/FoodTech,"['fermented fruits', 'snacks', 'healthy']",B2C,False,feel-forever-young-gmbh,True,feelforeveryoung_official,True,,False,2023,2,Between €100K-€500K,0,[],0,0,0,0,0,8,6,5,83,0.1,1,unclear
AEROMOND,https://www.eu-startups.com/directory/aeromond/,https://www.eu-startups.com/wp-content/uploads/2024/04/Seats_LQ-150x100.jpg,aeromond.com,True,Vienna,Vienna,Professional Services,"['aviation', 'efficiency', 'sustainability']",B2B,False,aeromond,True,aeromond_,True,aeromond,True,2023,2,Between €100K-€500K,1,"['AEROMOND: ""Mit Echtzeit-Bestellungen machen wir den Bordservice effizienter""']",0,0,0,0,1,8,6,5,104,0.25,0,unclear
Timeular,https://www.eu-startups.com/directory/timeular/,https://www.eu-startups.com/wp-content/uploads/2024/03/combined-logo-1-150x92.png,timeular.com,True,Innsbruck,Tyrol,Software & Analytics,"['time tracking', 'productivity', 'privacy']",B2B,False,,False,timeular,True,timeular,True,2016,9,Between €2.5 million-5 million,6,"['Timeular Zei: Grazer Zeiterfassungswürfel wird ausgeliefert', 'Von Graz aus wird die Zeit gewürfelt: Businesslunch mit Manuel Zoderer von Timeular', 'Der ZEI von Timeular, ein Time Tracking Gadget für alle Freelancer und digitalen Nomaden', 'Start-up Timeular entwickelt Zeiterfassungssystem', 'Zeitmanagement mit dem Timeular Zei° im Test', 'Timeular Zeiº: Time-Tracking-Gadget aus der Höhle der Löwen']",0,0,0,0,6,8,9,7,134,0.14,1,probably_funding
SAGLY,https://www.eu-startups.com/directory/sagly/,https://www.eu-startups.com/wp-content/uploads/2024/03/DSC3374-Edit-1.5mb-150x100.png,sagly.at,True,Salzburg,Salzburg,Health,"['mountain biking', 'suspension', 'app']",B2C,False,sagly,True,sagly_app,True,,False,2021,4,No funding announced yet,1,['App Sagly: Fahrwerk einstellen leicht gemacht – mit einer App?'],0,0,0,0,1,7,8,8,1395,0.15,3,no_funding
Vigilios,https://www.eu-startups.com/directory/vigilios/,https://www.eu-startups.com/wp-content/uploads/2024/03/Google-Ads-Logo-150x136.png,vigilios.com,True,Vienna,Vienna,Software & Analytics,"['safety', 'travel', 'AI']",B2B2C,False,vigilios,True,vigilios.app,True,,False,2023,2,Between €1-€100K,2,"['Vigilios: „Wir denken Personal Safety neu“', 'App Vigilios ging im Juli live: Steirisches Start-up spezialisiert sich auf sicheres Reisen']",2,0,0,0,0,8,6,5,63,0.15,0,unclear
HeyBob,https://www.eu-startups.com/directory/heybob/,https://www.eu-startups.com/wp-content/uploads/2024/02/Favicon-3-150x150.png,,False,Vienna,Vienna,Software & Analytics,"['AI', 'creativity', 'productivity']",B2C,False,,False,heybob_official,True,,False,2023,2,Between €500K-€ 1 million,0,[],0,0,0,0,0,8,6,7,309,0.25,1,inactive
Whistle,https://www.eu-startups.com/directory/whistle/,https://www.eu-startups.com/wp-content/uploads/2024/02/image1-1-150x150.png,,False,Viena,Vienna,Software & Analytics,"['whistleblowing', 'Slack', 'GDPR']",B2B,False,whistle-labs,True,,False,whistle_web3,True,2020,5,No funding announced yet,2,"['Neue Single „Whistle”: Jax Jones und Calum Scott besingen zweite Chance', 'AZO Products Partners with DAZN & Team Whistle as a Premier Sponsor of “Barrier Breakers,” A Series, Celebrating Trailblazing Female Athletes']",0,0,0,0,2,8,6,5,34,0.29,0,inactive
alwritely,https://www.eu-startups.com/directory/alwritely/,https://www.eu-startups.com/wp-content/uploads/2023/11/alwritely_logo_square_800x800px-150x150.png,alwritely.com,True,Vienna,Vienna,Media & Entertainment,"['writing', 'subscription', 'copy']",B2C,False,,False,,False,,False,2023,2,No funding announced yet,0,[],0,0,0,0,0,7,7,5,27,0.037,1,no_funding
Godot,https://www.eu-startups.com/directory/godot/,https://www.eu-startups.com/wp-content/uploads/2023/10/1695829196405-150x150.jpeg,godot-austria.com,True,Vienna,Vienna,Health,"['healthcare', 'AI', 'personalized']",B2B,False,,False,,False,,False,2023,2,Between €2.5 million-5 million,2,"['Quelloffene Spiele-Engine Godot: Apple mit an Bord – für Vision Pro', 'Vision Pro: Apple integriert Open-Source-Engine Godot']",2,0,0,0,0,7,6,7,164,0.25,0,unclear
tidalbase,https://www.eu-startups.com/directory/tidalbase/,https://www.eu-startups.com/wp-content/uploads/2023/09/tidalbase-full-3-150x150.png,tidalbase.com,True,Vienna,Vienna,Software & Analytics,"['developers', 'learning', 'platform']",B2C,False,tidalbase,True,tidalbase.ai,True,,False,2021,4,No funding announced yet,0,[],0,0,0,0,0,7,5,6,152,0.2,0,no_funding
NO/FUZZ Marketing,https://www.eu-startups.com/directory/no-fuzz-marketing/,https://www.eu-startups.com/wp-content/uploads/2023/07/nofuzz_logo_main1-150x150.jpg,nofuzzmarketing.com,True,Vienna,Vienna,Software & Analytics,"['marketing', 'consultancy', 'business']",B2B,False,,False,,False,,False,2023,2,No funding announced yet,1,['NO/FUZZ Marketing'],0,0,0,0,1,7,6,5,25,0.12,0,no_funding
RebeccAi,https://www.eu-startups.com/directory/rebeccai/,https://www.eu-startups.com/wp-content/uploads/2023/07/RebeccAi_Logo_without_Details_V2_VERYLOW-150x150.png,rebecc.ai,True,Innsbruck Fulpmes,Tyrol,Software & Analytics,"['AI', 'ideas', 'platform']",B2B,False,,False,rebeccai.t,True,,False,2023,2,No funding announced yet,0,[],0,0,0,0,0,8,6,5,85,0.2,0,no_funding
Destination360,https://www.eu-startups.com/directory/destination360/,https://www.eu-startups.com/wp-content/uploads/2023/06/Destination360-150x150.jpg,,False,Graz,Styria,Software & Analytics,"['sentiment analysis', 'tourism', 'trends']",B2B,False,destination360,True,destination360,True,,False,2023,2,No funding announced yet,0,[],0,0,0,0,0,7,5,4,36,0.25,0,inactive
Oscar Stories,https://www.eu-startups.com/directory/oscar-stories/,https://www.eu-startups.com/wp-content/uploads/2023/05/logo-2-150x150.png,oscarstories.com,True,Vienna,Vienna,Software & Analytics,"['bedtime', 'stories', 'AI']",B2C,False,oscar-stories,True,,False,oscarstories,True,2023,2,No funding announced yet,3,"['Product Origin Checker: Herkunfts-Check per Strichcode von Oscar-Stories-Gründern', 'Oscar Stories: Wiener Startup launcht kindergerechtes AI-Modell auf Basis von Mistral', 'AI Talk #14: Apple Intelligence | Grok-3 | xAI & Musk | Oscar Stories | feat. Clemens Wasner']",2,0,0,0,1,8,7,6,335,0.1,0,no_funding
Storypact,https://www.eu-startups.com/directory/storypact/,https://www.eu-startups.com/wp-content/uploads/2023/05/Storypact-150x114.png,storypact.com,True,Vienna,Vienna,Software & Analytics,"['semantic text editor', 'organic ranking', 'content management']",B2B,False,,False,,False,storypact,True,2023,2,No funding announced yet,0,[],0,0,0,0,0,7,7,5,36,0.25,0,no_funding
clone:it,https://www.eu-startups.com/directory/cloneit/,https://www.eu-startups.com/wp-content/uploads/2023/05/clone-it-150x150.png,cloneit.at,True,Graz,Styria,ConstructionTech/Green Building,"['digital clones', 'construction site', 'civil engineering']",B2B,False,clone-it,True,clone.it.lb,True,,False,2023,2,No funding announced yet,0,[],0,0,0,0,0,7,4,7,66,0.15,0,no_funding
slamstr,https://www.eu-startups.com/directory/slamstr/,https://www.eu-startups.com/wp-content/uploads/2023/05/slamstr-150x150.jpg,slamstr.com,True,Graz,Styria,Software & Analytics,"['tennis', 'app', 'scoring']",B2C,False,slamstr-gmbh,True,slamstr,True,slamstr_tennis,True,2023,2,No funding announced yet,2,"['Start-up slamstr : Grazer wollen mit digitaler Tennistafel weltweit punkten', 'Slamstr: Grazer Tennis-Startup mit Service zur digitalen Punkteerfassung']",2,0,0,0,0,7,5,6,63,0.1,0,no_funding
Glasskube,https://www.eu-startups.com/directory/glasskube/,https://www.eu-startups.com/wp-content/uploads/2023/05/Glasskube-150x150.jpg,glasskube.eu,True,Vienna,Vienna,Software & Analytics,"['infrastructure', 'automation', 'open source']",B2B,False,glasskube,True,,False,glasskube,True,2023,2,No funding announced yet,3,"['Wiener IT-Startup wird in Y Combinator aufgenommen und holt 500.000 US-Dollar Investment', 'Wiener IT-Start-up Glasskube wird in US-Tech-Accelerator aufgenommen', 'Glasskube: Wiener IT-Startup kommt in US-Tech-Accelerator Y Combinator']",3,462700,0,0,0,7,6,5,83,0.3,0,funding
Wiro Consulting,https://www.eu-startups.com/directory/wiro-consulting/,https://www.eu-startups.com/wp-content/uploads/2023/04/profilbild-logo-150x150.png,wiroconsulting.at,True,Linz,Upper Austria,Professional Services,"['web technology', 'e-commerce', 'customized solutions']",B2B,False,wiroconsulting,True,wiroconsulting,True,,False,2023,2,No funding announced yet,5,"['Wiro Consulting - Webagentur | Shopify-Agentur aus Österreich', 'Vertriebsmitarbeiter/in Dienstleistungen - Wiro Consulting - Freistadt', 'Wiro Consulting', 'Daniel Rockenschaub – Geschäftsführer – Wiro Consulting', 'Wiro Consulting (@wiroconsulting)']",0,0,0,0,5,8,7,7,83,0.2,0,no_funding
