name,link,category,based_in,tags,founded,business_name,logo_link,long_business_description,business_description,total_funding,website,company_status,social_links
mjuks,https://www.eu-startups.com/directory/mjuks/,Austria,Vienna,"Hospitals, Health Care, Retail Technology",2021.0,mjuks,https://www.eu-startups.com/wp-content/uploads/2023/06/mjuks-150x150.jpg,,"Mjuks is an apparel company intended to make outfits for modern medical professionals. They are easy-care, breathable, elastic, and soft. They provide medical practitioners with functional pockets and a pleasant stretch. They are involved through certificates and regular visits to production facilities.",No funding announced yet,https://mjuks.com/,Active,"('https://www.linkedin.com/company/mjuks/',)"
Miracl,https://www.eu-startups.com/directory/miracl-2/,Austria,Vienna,"Financial Services, Mortgage Brokers, Real State",2021.0,Miracl,https://www.eu-startups.com/wp-content/uploads/2023/06/Miracl-150x150.jpg,,"Miracl is a financial service company that provides credit comparison and invests in the real estate sector.	miracl is a startup which revolutionizes the entire home-buying journey. We know a home provides not only safety and security, but also brings family and friends together to create the most memorable and joyful experiences.",No funding announced yet,https://miracl.at/,Active,"('https://www.linkedin.com/company/miracl1/',)"
Luminous Labs,https://www.eu-startups.com/directory/luminous-labs/,Austria,Graz,"red light therapy, biohacking, light, skin health",2021.0,Luminous Labs,https://www.eu-startups.com/wp-content/uploads/2023/06/Luminous-Labs-150x150.jpg,,"Luminous Labs is a Graz-based longevity and biohacking company. We develop and design innovative light-centered products that enable the aging population to extend their health-span and wellbeing through smart devices that take advantage of bioactive wavelengths of light. ""On the contrary to what the media tends to sell research on aging is not focused on living longer, or even forever.",No funding announced yet,https://luminousred.com,Active,"('https://www.linkedin.com/company/luminousred',)"
Let’s Connect,https://www.eu-startups.com/directory/lets-connect/,Austria,Innsbruck,"Digital Consulting, Online Support, Online Sales Channel",2021.0,Let’s Connect,https://www.eu-startups.com/wp-content/uploads/2023/06/Lets-Connect-150x150.jpg,,"Let's Connect is an unified communication plattform to support website visitors with real time, personal assistance. Based on this technology the company develops the AI-driven software VEGA (patent pending) which detects website visitors with buying intent and offers personal assistance for these visitors. Let’s Connect is a digital communication tool to interact human to human with your audience & boost customer experience.",Between €500K-€ 1 million,www.letsconnect.at,Active,"('https://www.linkedin.com/company/letsconnect-at',)"
Klarsicht,https://www.eu-startups.com/directory/klarsicht/,Austria,Vienna,"E-Commerce, Glasses, SEO, Marketing",2021.0,Klarsicht,https://www.eu-startups.com/wp-content/uploads/2023/06/Klarsicht-150x150.jpg,,"Klarsicht Online is an online optician platform that provides glasses and sunglasses for men and women. It also offers classic sunglasses and glasses of different styles and colors, enabling customers to choose from a wide variety of eyewear. Partner opticians can offer their range online here and make it accessible to all customers.",Between €500K-€ 1 million,https://www.klarsicht.online/,Active,"('https://www.linkedin.com/company/klarsicht/',)"
Keyone,https://www.eu-startups.com/directory/keyone/,Austria,Innsbruck,"Hospitality, Property Insurance, Real State, Rental",2021.0,Keyone,https://www.eu-startups.com/wp-content/uploads/2023/06/keyone-150x150.jpg,,"Keyone is a tech-driven vacation rental management company assisting home owners in buying, managing, and selling their assets with ease. Keyone is the leading vacation rental company in the DACH region and is supported by the companies feratel media technologies AG and Falkensteiner-Ventures. Keyone offers an all-in-one service and specializes in the management and marketing of holiday properties.",Between €5 million-€10 million,http://www.keyone.at,Active,"('https://www.linkedin.com/company/keyone/',)"
myshopifystores,https://www.eu-startups.com/directory/myshopifystores/,Austria,Boorklyn,"premade, shopifystore, ecommerce, onlinestore",2021.0,myshopifystores,https://www.eu-startups.com/wp-content/uploads/2021/06/126419499_203121737939108_3765203789798628759_n-150x150.jpg,"We provide pre-made Shopify, Custom Designed Extensive Shopify Stores to our customers. Our Shopify Stores are fully SEO optimized and responsive for any device. We do Shopify Store Marketing  Via Shopify Social Media Marketing, Shopify Google Ads, Shopify SEO Services. A Group of Shopify Experts, SEO Experts, Marketing Experts, and Complete Business Solution.",MyShopifyStores is a Leading Shopify Stores Related Services Agency. We Design Attractive and Sales Generating Pre Made Shopify Stores. We Also Provide Shopify Stores Marketing Services.,No funding announced yet,https://myshopifystores.com/,,()
HeartBeat.bio,https://www.eu-startups.com/directory/heartbeat-bio/,Austria,Vienna,"Biotechnogy, Cardiology, Healthcare",2021.0,HeartBeat.bio,https://www.eu-startups.com/wp-content/uploads/2021/06/HeartBeat.bio_-150x150.png,,"HeartBeat.bio, based in Vienna, Austria,  is a recently founded drug discovery company focusing on the development of a high-throughput 3D screening platform for heart failure and cardiomyopathy. The company's core technology is based on the world-wide first, self-organizing cardiac organoids (Cardioids) which resemble the human physiology of a human heart chamber in a way that allows for the cost-efficient and large scale in-vitro analysis of crucial clinical parameters associated with various cardiac diseases. The Cardioid-based screening platform has the potential to radically change the current cardiovascular drug discovery paradigm. The company was founded on Jan 1, 2021.",Between €1 million-€ 2.5 million,https://heartbeat-bio.eu/,,()
imd BIOTECH,https://www.eu-startups.com/directory/imd-biotech/,Austria,Vienna,"Biotechnology Research, Healthcare, Pharmaceutical",2021.0,imd BIOTECH,https://www.eu-startups.com/wp-content/uploads/2023/06/imd-BIOTECH-150x150.jpg,,"imd BIOTECH is a platform and sensors for biomolecule detection and measurement. Enabling a healthier society by providing faster, more accurate and easily accessible diagnostics. A platform and sensors for biomolecule detection and measurement.",No funding announced yet,https://imdbiotech.com,Active,"('https://www.linkedin.com/company/imd-biotech',)"
Futureweb,https://www.eu-startups.com/directory/futureweb/,Austria,Sankt Johann,"Matterport, Webdesign, Hosting, 3D Scans",2021.0,Futureweb,https://www.eu-startups.com/wp-content/uploads/2023/06/Futureweb-150x150.jpg,,"Futureweb provides internet needs such as web hosting, newsletter information, website creating, designing, and domain services. Located at Sankt Johann, Tirol, Austria. Describe the business best are Matterport, Webdesign, Hosting, 3D Scans.",No funding announced yet,https://www.futureweb.at/,Active,"('https://www.linkedin.com/company/futureweb-gmbh-at',)"
Econutri,https://www.eu-startups.com/directory/econutri/,Austria,Graz,"Biotechnology, CO2, Bio-Process",2021.0,Econutri,https://www.eu-startups.com/wp-content/uploads/2023/06/Econutri-150x150.jpg,,"Recycling CO2 for sustainable protein production.	Our high tech innovative bio-process uses carbon dioxide as a source to produce high quality proteins to secure the world’s protein demand. We specialize in producing sustainable proteins through the fermentation of organisms that can efficiently utilize CO₂, helping to reduce our carbon footprint and promote a healthier planet.",No funding announced yet,https://econutri.com/,Active,"('https://www.linkedin.com/company/econutri-gmbh/',)"
Delphi Data Labs,https://www.eu-startups.com/directory/delphi-data-labs/,Austria,Vienna,"data science, market analysis, circular economy, hydrogen",2021.0,Delphi Data Labs,https://www.eu-startups.com/wp-content/uploads/2023/06/Delphi-Data-Labs-150x150.jpg,,"Delphi data labs is a data science-backed business information, research & consultancy provider focusing on industrial markets, the circular economy, and the energy transition. We develop lean & stakeholder-oriented BI-ecosystems. Delphi Data Labs supports key actors in the cleantech value chain with groundbreaking market intelligence tools.",No funding announced yet,https://www.delphidata.io/,Active,"('https://www.linkedin.com/company/delphidata/',)"
Dark Forest,https://www.eu-startups.com/directory/dark-forest/,Austria,Vienna,"Web3, Developing Tool, Tech",2021.0,Dark Forest,https://www.eu-startups.com/wp-content/uploads/2023/06/Dark-Forest-150x153.jpg,,Dark Forest is developing tools to help Web3 users choose the best profitable options and to improve the communities in which they believe. The organization increases decision-making quality by researching and anticipating trends in the Web3 area. We are building tools that will assist Web3 users with deciding on the right profitability opportunities.,Between €100K-€500K,https://darkforest.gmbh,Active,()
